ID,Title,ShortDescrition,BookPoints,BoB,ReasonForBoB,status,ReasonForDeny,Schvalovatel,Created,Created By,CategoryID,gb_title,gb_authors,gb_pageCount,gb_categories,gb_subtitle,gb_publisher,gb_publishedDate,gb_description,gb_isbn_10,gb_isbn_13,gb_printType,gb_mainCategory,gb_language,gb_averageRating,gb_ratingsCount,gb_dim_height,gb_dim_width,gb_dim_thickness,gb_img_smallThumbnail,gb_img_thumbnail,gb_img_small,gb_img_medium,gb_img_large,gb_img_extraLarge,gb_previewLink,gb_infoLink,gb_canonicalVolumeLink,gb_isEbook,gb_saleability,gb_buyLink,gb_viewability,gb_publicDomain,gb_epub_available,gb_pdf_available,ai_category,ai_points,ai_thematic_area,ai_remove_flag,ai_reason,ai_model,ai_prompt_version
672,Jak založit vlastní firmu: A co dělat po založení firmy,"Srozumitelná a praktická podnikatelská příručka vás krok za krokem provede založením nové firmy a poskytne vám přehled o všech povinnostech podnikatele. Ujasníte si, jestli je pro váš obor podnikání vhodnější zvolit formu OSVČ nebo s. r. o. Společně se budeme věnovat výběru vhodného názvu firmy, možnostem virtuálního i fyzického sídla, volbě banky či výši základního kapitálu.
Nezapomínáme na úkoly po založení – výběr účetního poradce či advokáta, registraci k daním, ani na nezbytná pojištění. Představíme vám podrobný postup založení firmy, podle kterého snadno oběhnete úřady i notáře, a vaše společnost může začít měnit svět.",2,False,"Je to skvělá kniha, která mi pomohla si ucelit technické založení firmy a na co si dávat pozor.",Schváleno,,,27.08.2025 13:11,Kozák Vojtěch (S-PEF),10,Jak založit vlastní firmu,,,,a co dělat po založení firmy,,2019,,8090767206,9788090767201,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=2wtczQEACAAJ&dq=intitle:Jak+zalo%C5%BEit+vlastn%C3%AD+firmu:+A+co+d%C4%9Blat+po+zalo%C5%BEen%C3%AD+firmy&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=2wtczQEACAAJ&dq=intitle:Jak+zalo%C5%BEit+vlastn%C3%AD+firmu:+A+co+d%C4%9Blat+po+zalo%C5%BEen%C3%AD+firmy&hl=&source=gbs_api,https://books.google.com/books/about/Jak_zalo%C5%BEit_vlastn%C3%AD_firmu.html?hl=&id=2wtczQEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Management,no,"Kniha je schválena, protože se jedná o praktickou příručku zaměřenou na podnikání. Získává 2 body, protože spadá do kategorie 'Praktická dovednost, proces a nástroj'. Popis explicitně uvádí, že čtenáře provede krok za krokem založením firmy, což je jasný příklad manuálu s konkrétními postupy a frameworky. Bodové hodnocení není upraveno, protože počet stran není k dispozici.",gemini-2.5-pro,v1
687,Kdo chce naše peníze?,"Knížka přední české ekonomky mladé generace se nevyhýbá nepříjemným otázkám. Je určena pro každého, kdo chce slyšet jasné ekonomické odpovědi a kdo se nebojí používat zdravý rozum.",1,False,"Určitě se týká našeho programu a podnikání, kterému se věnujeme ",Zamítnuto,,Plichta Jonáš (S),24.09.2025 17:59,Kryštofová Katrin (S-PEF),5,Kdo chce naše peníze?,Lipovská Hana,206,Business & Economics,Ekonomie bez politické korektnosti,Grada Publishing a.s.,2018-05-29,"Knížka přední české ekonomky mladé generace se nevyhýbá nepříjemným otázkám. Je určena pro každého, kdo chce slyšet jasné ekonomické odpovědi a kdo se nebojí používat zdravý rozum.",8024726793,9788024726793,BOOK,,cs,,,,,,http://books.google.com/books/content?id=ayFsDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ayFsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=ayFsDwAAQBAJ&printsec=frontcover&dq=intitle:Kdo+chce+na%C5%A1e+pen%C3%ADze%3F&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=ayFsDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ayFsDwAAQBAJ,True,FOR_SALE,https://play.google.com/store/books/details?id=ayFsDwAAQBAJ&rdid=book-ayFsDwAAQBAJ&rdot=1&source=gbs_api,PARTIAL,False,False,True,1,1,Finance & ekonomika,no,"Kniha je schválena, protože se zabývá ekonomickými tématy pro širokou veřejnost. Popis naznačuje, že jde o populárně-naučný úvod do problematiky, který poskytuje srozumitelné odpovědi, což odpovídá kategorii H1 (Inspirace). Kniha proto získává 1 bod. Rozsah 206 stran je standardní a nedává důvod ke změně základního bodového hodnocení.",gemini-2.5-pro,v1
674,Taylor Swift,"Spojila jsem dost všechno co se dalo, takže je to podcast a několik různých filmů nevím jak to mám zadat. Nicméně, esej je o tom co se dá naučit od Taylor (není to rozhodně všechno, snažila jsem se popsat aspoň to nejdůležitější)",2,False,"To čeho dosáhla je poměrně neuvěřitelné, učit se z toho mi přijde logické. A taky nechci číst ani psát nic dalšího o bílých mužích. Dík!",Schváleno,,,28.08.2025 16:00,Navrátilová Alžběta (S-PEF),6,Příběh Taylor Swift,Grace Almond,0,,,,2024,,8076392691,9788076392694,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=zLnn0AEACAAJ&dq=intitle:Taylor+Swift&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=zLnn0AEACAAJ&dq=intitle:Taylor+Swift&hl=&source=gbs_api,https://books.google.com/books/about/P%C5%99%C3%ADb%C4%9Bh_Taylor_Swift.html?hl=&id=zLnn0AEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,no,"Kniha je schválena, protože se zaměřuje na poučení z životního příběhu a kariéry významné veřejné osobnosti, což spadá do oblasti inspirace a osobního rozvoje. Obsah podle popisu odpovídá kategorii 1, jedná se o lehké, inspirativní čtení bez komplexních návodů, a získává proto 1 bod. Vzhledem k tomu, že jde spíše o esej s velmi malým rozsahem (nulový počet stran), je minimální bodové ohodnocení adekvátní.",gemini-2.5-pro,v1
675,"Ten, kdo stojí v koutě",https://www.databazeknih.cz/prehled-knihy/ten-kdo-stoji-v-koute-136815,2,False,Pro mě hodně důležitá kniha o dospívání a společnosti. ,Schváleno,,,29.08.2025 15:36,Navrátilová Alžběta (S-PEF),6,"Ten, kdo stojí v koutě",Stephen Chbosky,0,,,,2022,"Román v dopisech o problémech dospívajícího chlapce. Patnáctiletý Charlie je velmi přemýšlivý, zakřiknutý a citlivý mladík, který to na střední škole, kde ho ostatní mají za podivína, nemá vůbec jednoduché; je to klasický případ ""jiného, vymykajícího se"" dítěte, které na sebe v takovýchto kolektivech vždy přitahuje posměch a šikanu. Šikaně se Charlie ubrání, posměchu si až tak nevšímá, trápí ho ovšem pocit samoty a cítí silnou potřebu začlenit se mezi ostatní ""normálnější"" spolužáky. Jenomže to nebude vůbec jednoduché. Charlie totiž na jednu stranu svět kolem sebe nechápe, což mu brání navazovat přirozené vztahy, na stranu druhou ho (v jeho krutosti) chápe až příliš dobře a začleňování do něj se bojí. Zůstává tedy v roli jakéhosi pozorovatele, ""toho, kdo stojí v koutě"", zkoumá sám sebe i lidi kolem a píše o svých drobných poznáních, radostech i strastech dlouhé dopisy svému neznámému příteli, zřejmě psychologovi...",8027605989,9788027605989,BOOK,,cs,,,,,,,,,,,,"http://books.google.cz/books?id=wxP90AEACAAJ&dq=intitle:Ten,+kdo+stoj%C3%AD+v+kout%C4%9B&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=wxP90AEACAAJ&dq=intitle:Ten,+kdo+stoj%C3%AD+v+kout%C4%9B&hl=&source=gbs_api",https://books.google.com/books/about/Ten_kdo_stoj%C3%AD_v_kout%C4%9B.html?hl=&id=wxP90AEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,yes,"Kniha je navržena k odstranění, protože se jedná o beletrii, konkrétně román pro dospívající, nikoli o populárně-naučnou nebo odbornou literaturu. Titul nespadá do žádné z definovaných kategorií, které se zaměřují na praktické dovednosti, systémové myšlení nebo inspirační non-fiction. Přestože se příběh dotýká osobního vývoje postavy, neposkytuje čtenáři návody ani frameworky, a je proto mimo rámec hodnocení. Formálně je jí přiřazena nejnižší kategorie a bodové ohodnocení.",gemini-2.5-pro,v1
676,Sestavte dobrý marketingový plán,Kniha popisuje jak sestavit marketingový plán po jednotlivých krocích,3,False,"Kniha už je v bobu, jen ne v TAP/S",Schváleno,,,30.08.2025 20:20,Hill Alexander (S-PEF),13,Sestavte dobrý marketingový plán,John Westwood,,,"jak správně stanovit strategii, efektivně plánovat a dosahovat marketingových cílů",,2020,,8075086244,9788075086242,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=qpshzgEACAAJ&dq=intitle:Sestavte+dobr%C3%BD+marketingov%C3%BD+pl%C3%A1n&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=qpshzgEACAAJ&dq=intitle:Sestavte+dobr%C3%BD+marketingov%C3%BD+pl%C3%A1n&hl=&source=gbs_api,https://books.google.com/books/about/Sestavte_dobr%C3%BD_marketingov%C3%BD_pl%C3%A1n.html?hl=&id=qpshzgEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Marketing,no,"Kniha je schválena, protože se jedná o praktický manuál. Popis ""jak sestavit marketingový plán po jednotlivých krocích"" jasně ukazuje, že jde o konkrétní postup a framework, což odpovídá kategorii Praktická dovednost, proces a nástroj. Kniha proto získává 2 body. Počet stran není uveden, takže se bodování nijak neupravuje.",gemini-2.5-pro,v1
679,Manažer koučem - Koučovací přístup při vedení lidí,"Manažer koučem je učebnicí základů koučování pro manažery a vedoucí pracovníky – tedy pro ty, kdo netouží koučovat na profesionální úrovni, ale chtějí se naučit používat koučovací techniky, nástroje a dovednosti, jež by jim pomohly při každodenním vedení lidí. V knize se dozvíte, proč je pro manažery užitečné umět koučovat, a také si ověříte, jestli máte pro koučování předpoklady. Dozvíte se, jak vést koučovací rozhovor, jak klást koučovací otázky, jak aktivně naslouchat. Naučíte se, jak za pomoci koučování nastavovat cíle, vytvářet akční plány, poskytovat zpětnou vazbu, vést hodnoticí a motivační rozhovory, řešit problémy či vést týmová setkání. Text je doplněný mnoha ukázkami z koučovacích rozhovorů a praktickými tipy pro využití daných technik.",3,False,"Doporučená kniha jako must-have kniha od Monči. Hodí se pro všechny lidi, které mají v týmu nějaké zaměstnance.",Schváleno,,,31.08.2025 15:43,Kozák Vojtěch (S-PEF),7,Manažer koučem,Irma Bohoňková,,,koučovací přístup při vedení lidí,,2022,,8026218736,9788026218739,BOOK,,cs,,,,,,,,,,,,http://books.google.cz/books?id=9bwwzwEACAAJ&dq=intitle:Mana%C5%BEer+kou%C4%8Dem+-+Kou%C4%8Dovac%C3%AD+p%C5%99%C3%ADstup+p%C5%99i+veden%C3%AD+lid%C3%AD&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=9bwwzwEACAAJ&dq=intitle:Mana%C5%BEer+kou%C4%8Dem+-+Kou%C4%8Dovac%C3%AD+p%C5%99%C3%ADstup+p%C5%99i+veden%C3%AD+lid%C3%AD&hl=&source=gbs_api,https://books.google.com/books/about/Mana%C5%BEer_kou%C4%8Dem.html?hl=&id=9bwwzwEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,2,2,Leadership,no,"Kniha je schválena, protože se zaměřuje na rozvoj konkrétních dovedností pro vedoucí pracovníky. Obsah spadá do kategorie 2, jelikož se jedná o praktickou příručku s konkrétními návody, technikami a nástroji pro vedení lidí formou koučování. Kniha získává 2 body, což odpovídá standardnímu hodnocení pro 'how-to' manuály. Počet stran není uveden, proto se bodování nijak neupravuje.",gemini-2.5-pro,v1
680,The Dark Femme Mastery,"Kniha The Dark Femme Mastery od Sophie Vance není jen o ženské energii, ale celkově o vědomém přístupu k životu a byznysu. Autorka popisuje, jak důležitá je autenticita, nastavení hranic a práce s vlastní energií. Ukazuje, že úspěch a vliv nepřicházejí z toho, kolik toho „odpracujeme“, ale jakou kvalitu a nastavení do své práce přinášíme. Kapitoly jako Magnetic Feminine Energy, The Art of Unavailability nebo The Goddess Mindset lze chápat i jako praktické návody, jak pracovat s vlastní hodnotou, sebedůvěrou a schopností soustředit se na to, co je opravdu důležité.",0,False,"The Dark Femme Mastery není jen o ženské energii, ale celkově o práci s vlastním nastavením a sebevědomím. To jsou témata, která se přímo promítají do podnikání i týmové spolupráce – schopnost nastavit hranice, nebýt závislý na vnější validaci, věřit intuici a udržet si pozitivní mindset. Tyto principy jsou univerzální a využitelné i pro ostatní členy týmu – pomáhají budovat zdravější pracovní prostředí, efektivněji jednat se zákazníky a chránit vlastní energii. Kniha tedy nepřináší jen osobní rozvoj, ale i praktickou inspiraci pro podnikatelské projekty. Proto věřím, že tato esej má hodnotu nejen pro mě, ale i pro ostatní, a zaslouží si být uznaná a ohodnocená jedním bodem.",Schváleno,,,02.09.2025 10:21,Hvozdová Jana (S-PEF),8,Dark Feminine Energy - Femme Fatale Mastery,Vivian Night,0,"Body, Mind & Spirit","The Secrets of Manifestation and Seduction. Embrace Your Powerful Shadow, Unleash Your Inner Strength and Magnetism, Achieve Your Desires",Independently Published,2023-12-15,,,9798871969854,BOOK,,en,,,,,,http://books.google.com/books/content?id=XC1k0AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=XC1k0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,http://books.google.cz/books?id=XC1k0AEACAAJ&dq=intitle:The+Dark+Femme+Mastery&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=XC1k0AEACAAJ&dq=intitle:The+Dark+Femme+Mastery&hl=&source=gbs_api,https://books.google.com/books/about/Dark_Feminine_Energy_Femme_Fatale_Master.html?hl=&id=XC1k0AEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,no,"Kniha je schválena, protože se zaměřuje na osobní rozvoj, konkrétně na práci se sebedůvěrou, autenticitou a vědomým přístupem k životu a byznysu. Popisovaný obsah odpovídá kategorii 1 (Inspirace), jelikož se jedná o self-help titul zaměřený na změnu myšlení a práci s vlastní energií, nikoliv o komplexní metodiku. Kniha proto získává 1 bod, přičemž bodování není upraveno kvůli chybějícímu počtu stran.",gemini-2.5-pro,v1
681,Presidents Trumps 11 life lessons,11 pravidel pro život od Donalda. Čím se řídí leader spojených států. ,1,True,I přesto že není ničím nejlepší to dotáhl daleko. Čím se řídil aby se mu to povedlo? ,Schváleno,,Pumprová Martina,02.09.2025 15:59,Navrátilová Alžběta (S-PEF),10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,no,"Kniha je zařazena do kategorie Inspirace, protože popisuje soubor životních pravidel a principů, což je typické pro populárně-naučnou a self-help literaturu. Získává 1 bod, což je standardní hodnocení pro tuto kategorii. Vzhledem k tomu, že počet stran není uveden, bodování se neupravuje. Tematicky kniha spadá do osobního rozvoje s přesahem do leadershipu a je schválena.",gemini-2.5-pro,v1
682,TEST,hjkl,2,False,hjkl,Zamítnuto,,Lustig Zdeněk,12.09.2025 13:46,Chamrád Michal (S-PEF),12,TEST Psychotesty a desatera na každý den,Jan Cimický,219,Psychology,,Fragment,2009-01-01,"Otestuje svoji osobnost pomocí psychotestů od známého psychiatra MUDr. Jana Cimického! Podívejte se s trochou humoru, jak jste na tom s romantikou, jestli se vyznáte v druhých, zda jste zralí na manželství nebo jestli máte sex-apeal. Ke každému testu je připojeno desatero, které vám napoví víc.",8025315525,9788025315521,BOOK,,cs,,,,,,http://books.google.com/books/content?id=WV0IAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=WV0IAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=WV0IAQAAQBAJ&printsec=frontcover&dq=intitle:TEST&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=WV0IAQAAQBAJ&dq=intitle:TEST&hl=&source=gbs_api,https://books.google.com/books/about/TEST_Psychotesty_a_desatera_na_ka%C5%BEd%C3%BD_d.html?hl=&id=WV0IAQAAQBAJ,False,NOT_FOR_SALE,,PARTIAL,False,False,True,1,1,,no,"Kniha je schválena, protože se zaměřuje na populární psychologii a spadá tak do kategorie Osobní rozvoj. Obsah ve formě zábavných psychotestů a desater je určen pro širokou veřejnost a slouží jako lehká inspirace a sebereflexe, což plně odpovídá hodnocení kategorie 1. Publikace neposkytuje komplexní návody ani nemění paradigma myšlení, jedná se o odlehčené čtení. Proto získává 1 bod, počet stran je standardní a nevyžaduje úpravu bodování.",gemini-2.5-pro,v1
683,Život na naší planetě,"Přírodopisný bestseller vědce Davida Attenborougha, podle kterého Netflix natočil stejnojmenný dokument. Alarmující svědectví o stavu planety od uznávaného přírodovědce a tváře populárních dokumentů BBC, které všichni známe z televizních obrazovek. David Attenborough je nejznámějším britským tvůrcem přírodovědných filmů. Ve své dosud nejosobnější a nejotevřenější zpovědi se ohlíží za svým životem a historií vývoje života na Zemi. S pomocí ohromujících statistik truchlí nad ztrátou divočiny a přichází s vlastní vizí budoucnosti. Kniha Život na naší planetě ale není jen zprávou o vymírání živočišných a rostlinných druhů, snaží se najít i způsoby, jak lidstvo může tento nepříznivý vývoj zvrátit.

„O planetu Zemi se dělíme s živým světem. Je to ten nejpozoruhodnější systém na podporu života, jaký si dovedeme představit, vzniklý v průběhu miliard let. V poslední době se však planeta vychyluje z rovnováhy a její biodiverzita upadá, přičemž obojí spolu úzce souvisí. Chceme-li naší planetě navrátit rovnováhu, musíme proto obnovit její biodiverzitu – vrátit jí přesně to, co jsme jí sebrali. Jedině tak překonáme krizi, kterou jsme sami rozpoutali. Je nutné, abychom na světě obnovili divočinu.“ – David Attenborough",2,True,"Jde o aktuální problematiku, která bude formovat budoucí svět a je nutné být v tomto ohledu vzdělaný. Kniha může rozšířit obzory, vzdělat a dát i nápady na inovace v jakékoliv oblasti.",Schváleno,,Pumprová Martina,12.09.2025 15:10,Felčárek Štěpán (S-PEF),10,Život na naší planetě,"David Attenborough Sir, Jonnie Hughes",218,Fiction,Mé svědectví a vize pro budoucnost,Práh,2021-01-01,"Alarmujícím svědectví o stavu planety od uznávaného přírodovědce a tváře populárních dokumentů BBC, které všichni známe z televizních obrazovek David Attenborough je nejznámějším britským tvůrcem přírodovědných filmů. Ve své dosud nejosobnější a nejotevřenější zpovědi se ohlíží za svým životem a historií vývoje života na Zemi. S pomocí ohromujících statistik truchlí nad ztrátou divočiny a přichází s vlastní vizí budoucnosti. Kniha Život na naší planetě ale není jen zprávou o vymírání živočišných a rostlinných druhů, snaží se najít i způsoby, jak lidstvo může tento nepříznivý vývoj zvrátit. „O planetu Zemi se dělíme s živým světem. Je to ten nejpozoruhodnější systém na podporu života, jaký si dovedeme představit, vzniklý v průběhu miliard let. V poslední době se však planeta vychyluje z rovnováhy a její biodiverzita upadá, přičemž obojí spolu úzce souvisí. Chceme-li naší planetě navrátit rovnováhu, musíme proto obnovit její biodiverzitu – vrátit jí přesně to, co jsme jí sebrali. Jedině tak překonáme krizi, kterou jsme sami rozpoutali. Je nutné, abychom na světě obnovili divočinu.“ David Attenborough Sir David Attenborough má za sebou bezmála sedmdesátiletou kariéru televizního publicisty a popularizátora přírody. K jeho přelomovým snímkům natočeným pod záštitou BBC patří Život na Zemi (1979), Zázraky života (1990), Modrá planeta (2001), či Zázračná planeta (2006). Patří k předním světovým osobnostem, které upozorňují na úpadek druhové pestrosti na Zemi a usilují o ochranu druhů. Celosvětově se prodalo přes milion výtisků jeho knih.",8072529188,9788072529186,BOOK,,cs,,,,,,http://books.google.com/books/content?id=J4BGEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=J4BGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,http://books.google.cz/books?id=J4BGEAAAQBAJ&printsec=frontcover&dq=intitle:%C5%BDivot+na+na%C5%A1%C3%AD+planet%C4%9B&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=J4BGEAAAQBAJ&dq=intitle:%C5%BDivot+na+na%C5%A1%C3%AD+planet%C4%9B&hl=&source=gbs_api,https://books.google.com/books/about/%C5%BDivot_na_na%C5%A1%C3%AD_planet%C4%9B.html?hl=&id=J4BGEAAAQBAJ,False,NOT_FOR_SALE,,PARTIAL,False,True,True,1,1,,no,"Kniha je schválena, jelikož se zabývá klíčovým tématem vztahu lidstva a planety, což spadá do širší společenské oblasti. Jedná se o inspirativní a populárně-naučné dílo formou osobního svědectví, které má za cíl především vzbudit zájem a podnítit k zamyšlení, nikoliv poskytnout konkrétní návody. Proto je zařazena do kategorie Inspirace (H1) s jedním bodem. Počet stran neovlivňuje základní bodování.",gemini-2.5-pro,v1
684,Hooked,"Kniha popisuje tzv. Hooked model, který pomáhá firmám vytvářet návykové produkty. Chytrý design cyklu spouštěč ->akce->odměna->investice.",2,True,"Jedná se o nástroj, který lze využít v designu při vytváření návykového produktu. ",Schváleno,,Pumprová Martina,15.09.2025 21:06,Hlavatý Filip (S-PEF),4,Hooked,Emily McIntire,0,Characters and characteristics in literature,A Never After Novel,,2021-09-07,"Once upon a time, there was a little boy. His belly full of laughter, his life full of joy. Until one day, something changed; stripped his innocence away. The hole inside making space for the devil to come and play. His dreams gone forever, he grew up way too fast. An endless night of crocodiles, and watches made of glass. He grew into a villain, the taste of vengeance on his tongue. Craving to make his enemies pay for the misdeeds they had done. Instead he found a Darling girl, and refused to let her go. For what better way to make the man pay, than to steal his little shadow.",1737508389,9781737508380,BOOK,,en,,,,,,http://books.google.com/books/content?id=AdKbzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=AdKbzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,http://books.google.cz/books?id=AdKbzgEACAAJ&dq=intitle:Hooked&hl=&cd=1&source=gbs_api,http://books.google.cz/books?id=AdKbzgEACAAJ&dq=intitle:Hooked&hl=&source=gbs_api,https://books.google.com/books/about/Hooked.html?hl=&id=AdKbzgEACAAJ,False,NOT_FOR_SALE,,NO_PAGES,False,False,False,1,1,,yes,"Doporučuji knihu odstranit, protože se jedná o beletrii, nikoli o literaturu faktu nebo rozvojovou literaturu. Popis je zjevně synopsí fiktivního příběhu, pravděpodobně temné romance, a nesouvisí s žádnou z požadovaných tematických oblastí. Kniha neposkytuje návody, inspiraci ani systémové vhledy pro osobní či profesní rozvoj. Protože kniha nespadá do relevantního žánru, je označena k odstranění.",gemini-2.5-pro,v1
685,"Start small, stay small",Průvodce začínání start-upu.,2,True,"Pro začínající podnikatele hodně přínosná. Rozebírá témata jako micro niching. Dává tipy na testování před vyhozením balíku peněz z okna. Také vysvětluje důležitost využívání VA v podnikání. Je hodně technologicky zaměřená, avšak hodně principů lze využít v jakémkoli podnikání.",Schváleno,,Pumprová Martina,16.09.2025 23:16,Hlavatý Filip (S-PEF),4,"Start Small, Stay Small",Rob Walling,215,Business & Economics,A Developer's Guide to Launching a Startup,The Numa Group LLC,2010,"Start Small, Stay Small is a step-by-step guide to launching a self-funded startup. If you're a desktop, mobile or web developer, this book is your blueprint to getting your startup off the ground with no outside investment.This book intentionally avoids topics restricted to venture-backed startups such as: honing your investment pitch, securing funding, and figuring out how to use the piles of cash investors keep placing in your lap.This book assumes: You don't have $6M of investor funds sitting in your bank account You're not going to relocate to the handful of startup hubs in the world You're not going to work 70 hour weeks for low pay with the hope of someday making millions from stock options There's nothing wrong with pursuing venture funding and attempting to grow fast like Amazon, Google, Twitter, and Facebook. It just so happened that most people are not in a place to do this.Start Small, Stay Small also focuses on the single most important element of a startup that most developers avoid: marketing. There are many great resources for learning how to write code, organize source control, or connect to a database. This book does not cover the technical aspects developers already know or can learn elsewhere. It focuses on finding your idea, testing it before you build, and getting it into the hands of your customers.",0615373968,9780615373966,BOOK,,en,5,1,,,,http://books.google.com/books/content?id=XYBhUjyi-WYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=XYBhUjyi-WYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,"http://books.google.cz/books?id=XYBhUjyi-WYC&printsec=frontcover&dq=intitle:Start+small,+stay+small&hl=&cd=1&source=gbs_api","http://books.google.cz/books?id=XYBhUjyi-WYC&dq=intitle:Start+small,+stay+small&hl=&source=gbs_api",https://books.google.com/books/about/Start_Small_Stay_Small.html?hl=&id=XYBhUjyi-WYC,False,NOT_FOR_SALE,,PARTIAL,False,True,False,2,2,Inovace & kreativita,no,"Kniha je schválena, protože představuje praktický a detailní návod na založení malého, soběstačného podniku. Spadá do kategorie 2, jelikož se jedná o typický 'how-to' manuál s konkrétními postupy, procesy a nástroji pro vývojáře. Bodové hodnocení 2 odpovídá této kategorii a počet stran (215) nevyžaduje žádnou úpravu bodování. Obsah je jasně zaměřen na inovace, podnikání a marketing, což jsou relevantní tematické oblasti.",gemini-2.5-pro,v1
